Gia,Dia chi,Dien tich,Gia/m2,Huong dat,Loai hinh dat,Chieu ngang,Chieu dai
"1,39 tỷ - 100 m2","Hoà Sơn 7, Xã Hòa Sơn, Huyện Hòa Vang, Đà NẵngXem bản đồ",100 m²,"13,9 triệu/m²",Tây Nam,Đất thổ cư,5 m,
"3,35 tỷ - 163 m2","Đường Huỳnh Bá Chánh, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",163 m²,"20,55 triệu/m²",Đông Bắc,Đất nền dự án,6.5 m,30 m
"3,7 tỷ - 90 m2","Mỹ Đa Đông 2, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",90 m²,"41,11 triệu/m²",Đông Bắc,Đất thổ cư,,
"7,6 tỷ - 187 m2","Đường Phan Văn Thuật, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà NẵngXem bản đồ",187 m²,"40,64 triệu/m²",Đông Bắc,Đất nền dự án,7 m,25 m
"3,05 tỷ - 100 m2","Nguyễn Nhược Pháp, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",100 m²,"30,5 triệu/m²",,Đất thổ cư,5 m,20 m
"3,65 tỷ - 100 m2","Đường Hà Bồng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",100 m²,"36,5 triệu/m²",Đông Nam,Đất thổ cư,5 m,20 m
"2,85 tỷ - 90 m2","Đường Nhơn Hòa Phước 1, Phường Hòa An, Quận Cẩm Lệ, Đà NẵngXem bản đồ",90 m²,"31,67 triệu/m²",Tây Nam,Đất thổ cư,6 m,
"2,6 tỷ - 100 m2","Đường Lương Khắc Ninh, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",100 m²,26 triệu/m²,Nam,Đất thổ cư,5 m,20 m
"3,28 tỷ - 97 m2","Đường Nguyễn Sắc Kim, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",97 m²,"33,81 triệu/m²",Tây Nam,Đất thổ cư,5 m,20 m
"2,95 tỷ - 100 m2","Số 5, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",100 m²,"29,5 triệu/m²",Tây Nam,Đất nền dự án,5 m,20 m
"3,7 tỷ - 113 m2","Đường Lê Văn Hưu, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",113 m²,"32,74 triệu/m²",,Đất thổ cư,,
"5,8 tỷ - 150 m2","Đường Bàu Mạc 23, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà NẵngXem bản đồ",150 m²,"38,67 triệu/m²",Đông Bắc,Đất thổ cư,5 m,30 m
6 triệu - 1.055 m2,"Đường Lê Trọng Tấn, Phường Hòa An, Quận Cẩm Lệ, Đà NẵngXem bản đồ",1055 m²,5.687 đ/m²,,Đất nông nghiệp,,
"2,4 tỷ - 100 m2","Đường số 5, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",100 m²,24 triệu/m²,Tây Bắc,Đất nền dự án,5 m,20 m
"1,89 tỷ - 60 m2","Đường Trần Cao Vân, Phường Tam Thuận, Quận Thanh Khê, Đà NẵngXem bản đồ",60 m²,"31,5 triệu/m²",Đông Nam,Đất thổ cư,,
"2,97 tỷ - 78 m2","Đường Nguyễn Hữu Thận, Phường An Khê, Quận Thanh Khê, Đà NẵngXem bản đồ",78 m²,"38,08 triệu/m²",Tây,Đất thổ cư,6.5 m,12 m
"4,35 tỷ - 102.4 m2","Đường Hoàng Thúc Trâm, Phường Hòa Cường Bắc, Quận Hải Châu, Đà NẵngXem bản đồ",102.4 m²,"42,48 triệu/m²",Tây,Đất thổ cư,,
"1,76 tỷ - 75 m2","Đường Đà Sơn, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",75 m²,"23,47 triệu/m²",Đông Nam,Đất thổ cư,4 m,16 m
"2,8 tỷ - 95 m2","Cẩm Nam 12, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",95 m²,"29,47 triệu/m²",Bắc,Đất thổ cư,5 m,19 m
"1,7 tỷ - 100 m2","Đường Tôn Đản, Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà NẵngXem bản đồ",100 m²,17 triệu/m²,,Đất thổ cư,5 m,20 m
"2,47 tỷ - 70 m2","Bình An 7 , Phường Hòa Cường Bắc, Quận Hải Châu, Đà NẵngXem bản đồ",70 m²,"35,29 triệu/m²",Đông,Đất thổ cư,5 m,
"1,78 tỷ - 61.2.999 m2","Đường Nguyễn Chánh, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",61.2999 m²,"29,04 triệu/m²",Tây Bắc,Đất nền dự án,4.6999 m,12.9099 m
"1,25 tỷ - 159 m2","2, Đường Quốc lộ 1, Xã Hòa Phước, Huyện Hòa Vang, Đà NẵngXem bản đồ",159 m²,"7,86 triệu/m²",Đông,Đất thổ cư,5 m,30 m
"2,75 tỷ - 51 m2","Nguyễn Tri Phương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà NẵngXem bản đồ",51 m²,"53,92 triệu/m²",Tây Nam,Đất thổ cư,,
"3,6 tỷ - 93 m2","Đường Hồ Tùng Mậu, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",93 m²,"38,71 triệu/m²",,Đất thổ cư,,
"3,1 tỷ - 70 m2","Đường Hóa Quê Trung 3, Phường Hòa Cường Bắc, Quận Hải Châu, Đà NẵngXem bản đồ",70 m²,"44,29 triệu/m²",Tây Nam,Đất thổ cư,3.7 m,19 m
"2,47 tỷ - 70 m2","Bình An 7, Phường Hòa Cường Bắc, Quận Hải Châu, Đà NẵngXem bản đồ",70 m²,"35,29 triệu/m²",,Đất thổ cư,,
"3,1 tỷ - 100 m2","Đường Nguyễn Kim, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",100 m²,31 triệu/m²,Bắc,Đất thổ cư,5 m,20 m
"4,37 tỷ - 125 m2","Đường Bờ Quan 3, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",125 m²,"34,96 triệu/m²",Đông Bắc,Đất nền dự án,5 m,25 m
"3,2 tỷ - 100 m2","Đường Đỗ Tự, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",100 m²,32 triệu/m²,Đông,Đất nền dự án,5 m,20 m
"2,65 tỷ - 80 m2","Đường Hoà Phú 6, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",80 m²,"33,13 triệu/m²",,Đất thổ cư,,
"2,9 tỷ - 80 m2","Hòa Phú 4, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",80 m²,"36,25 triệu/m²",Đông Nam,Đất thổ cư,5 m,16 m
"2,8 tỷ - 90 m2","Hòa Hải, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",90 m²,"31,11 triệu/m²",Bắc,Đất nền dự án,6 m,
"8,79 tỷ - 90 m2","An Thượng 27, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",90 m²,"97,67 triệu/m²",,Đất nền dự án,,
"13,4 tỷ - 200 m2","Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà NẵngXem bản đồ",200 m²,67 triệu/m²,,Đất thổ cư,,
"4,6 tỷ - 110 m2","Hòa Phú, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",110 m²,"41,82 triệu/m²",Đông Nam,Đất thổ cư,5.5 m,20 m
700 triệu - 120 m2,"Đường Trường Sơn, Xã Hòa Phong, Huyện Hòa Vang, Đà NẵngXem bản đồ",120 m²,"5,83 triệu/m²",,Đất thổ cư,5 m,24 m
"3,2 tỷ - 120 m2","Trung Đồng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",120 m²,"26,67 triệu/m²",Đông,Đất nền dự án,5.1999 m,23.2 m
"4,65 tỷ - 100 m2","Võ Văn Ngân, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",100 m²,"46,5 triệu/m²",Đông Nam,Đất thổ cư,5 m,20 m
"5,3 tỷ - 100 m2","Đường Hoàng Dư Khương, Phường Khuê Trung, Quận Cẩm Lệ, Đà NẵngXem bản đồ",100 m²,53 triệu/m²,,Đất thổ cư,,
"2,35 tỷ - 98 m2","Văn Thánh 1, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",98 m²,"23,98 triệu/m²",Tây Nam,Đất thổ cư,7 m,14 m
"6,8472 tỷ - 190.1.999 m2","Hòa Hải, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",190.1999 m²,36 triệu/m²,Tây Bắc,Đất nền dự án,10.5 m,
"4,55 tỷ - 139 m2","Hòa Hải, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",139 m²,"32,73 triệu/m²",Nam,Đất nền dự án,7.5 m,
"2,6 tỷ - 145 m2","Đường Võ Chí Công, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",145 m²,"17,93 triệu/m²",,Đất thổ cư,5 m,29 m
660 triệu - 160 m2,"Đường tỉnh 605, Xã Hòa Tiến, Huyện Hòa Vang, Đà NẵngXem bản đồ",160 m²,"4,13 triệu/m²",,Đất thổ cư,10 m,16 m
"1,8 tỷ - 75.0.999 m2","Hoàng Văn Thái, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",75.0999 m²,"23,97 triệu/m²",Đông Nam,Đất thổ cư,4.3 m,17.5 m
"1,75 tỷ - 64 m2","Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",64 m²,"27,34 triệu/m²",,Đất thổ cư,,
3 tỷ - 150 m2,"Đường Mê Linh, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",150 m²,20 triệu/m²,Đông Nam,Đất thổ cư,,
"8,6 tỷ - 250 m2","Đường Văn Tiến Dũng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",250 m²,"34,4 triệu/m²",Tây,Đất thổ cư,10 m,25 m
"1,35 tỷ - 140 m2","Nam Kỳ Khởi Nghĩa, Xã Hòa Tiến, Huyện Hòa Vang, Đà NẵngXem bản đồ",140 m²,"9,64 triệu/m²",,Đất thổ cư,7 m,20 m
"1,2 tỷ - 227 m2","Đường Quốc Lộ 14G, Xã Hòa Phú, Huyện Hòa Vang, Đà NẵngXem bản đồ",227 m²,"5,29 triệu/m²",Bắc,Đất thổ cư,5.0999 m,45 m
"1,4 tỷ - 509 m2","Đường Bê Tông 4m Oto, Xã Hòa Phong, Huyện Hòa Vang, Đà NẵngXem bản đồ",509 m²,"2,75 triệu/m²",Tây,Đất thổ cư,14 m,33 m
"3,3 tỷ - 97 m2","Thanh lương 2, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",97 m²,"34,02 triệu/m²",,Đất nền dự án,,
"1,77 tỷ - 61 m2","Đường Nguyễn Chánh, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",61 m²,"29,02 triệu/m²",Tây Bắc,Đất thổ cư,5 m,12 m
"5,8 tỷ - 105 m2","0, An Trung Đông, Phường An Hải Đông, Quận Sơn Trà, Đà NẵngXem bản đồ",105 m²,"55,24 triệu/m²",Đông,Đất thổ cư,6 m,17.5 m
"2,45 tỷ - 100 m2","Đường Nguyễn Quang Lâm, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",100 m²,"24,5 triệu/m²",Tây,Đất thổ cư,5 m,20 m
"1,77 tỷ - 69 m2","Nguyễn Chánh, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",69 m²,"25,65 triệu/m²",Tây Bắc,Đất thổ cư,4 m,12 m
"1,3 tỷ - 220 m2","ADB5, Xã Hòa Tiến, Huyện Hòa Vang, Đà NẵngXem bản đồ",220 m²,"5,91 triệu/m²",,Đất thổ cư,6 m,
"1,35 tỷ - 252 m2","Quốc lộ, Xã Hòa Tiến, Huyện Hòa Vang, Đà NẵngXem bản đồ",252 m²,"5,36 triệu/m²",,Đất thổ cư,10 m,
"3,88 tỷ - 100 m2","Đường Hòa Phú 27  - Khu E KIM LONG, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",100 m²,"38,8 triệu/m²",Tây Nam,Đất thổ cư,5 m,20 m
"1,95 tỷ - 100 m2","2, Cầu Đỏ, Xã Hòa Châu, Huyện Hòa Vang, Đà NẵngXem bản đồ",100 m²,"19,5 triệu/m²",Đông,Đất thổ cư,5 m,20 m
600 triệu - 1.050 m2,"Vành đai , Xã Hòa Ninh, Huyện Hòa Vang, Đà NẵngXem bản đồ",1050 m²,571.429 đ/m²,,Đất nền dự án,20 m,
"1,35 tỷ - 126 m2","2, undefined, Xã Hòa Tiến, Huyện Hòa Vang, Đà NẵngXem bản đồ",126 m²,"10,71 triệu/m²",Tây,Đất thổ cư,5 m,
960 triệu - 150 m2,"Đường Bê Tông 4m Oto, Xã Hòa Phong, Huyện Hòa Vang, Đà NẵngXem bản đồ",150 m²,"6,4 triệu/m²",,Đất nông nghiệp,5 m,30 m
"1,77 tỷ - 62 m2","Đường Nguyễn Chánh, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",62 m²,"28,55 triệu/m²",Đông Bắc,Đất thổ cư,,
"6,5 tỷ - 200 m2","Đường Nguyễn Kim, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",200 m²,"32,5 triệu/m²",Bắc,Đất nền dự án,10 m,20 m
"2,05 tỷ - 100 m2","Lakeisde Homeland, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",100 m²,"20,5 triệu/m²",Đông Bắc,Đất nền dự án,5 m,20 m
"5,6 tỷ - 74 m2","Đường Lê Văn Quý, Phường An Hải Bắc, Quận Sơn Trà, Đà NẵngXem bản đồ",74 m²,"75,68 triệu/m²",Tây,Đất thổ cư,4.5 m,16.5 m
18 tỷ - 179.3 m2,"Đường Đinh Thị Hòa, Phường An Hải Bắc, Quận Sơn Trà, Đà NẵngXem bản đồ",179.3 m²,"100,39 triệu/m²",Tây Bắc,Đất thổ cư,9 m,19.8999 m
550 triệu - 1.000 m2,"Đường Bê Tông 5m Oto, Xã Hòa Phong, Huyện Hòa Vang, Đà NẵngXem bản đồ",1000 m²,550.000 đ/m²,Nam,Đất nông nghiệp,50 m,20 m
"2,38 tỷ - 100 m2","Đường Liêm Lạc 21, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",100 m²,"23,8 triệu/m²",Nam,Đất nền dự án,5 m,20 m
"6,6 tỷ - 180 m2","Đường Trần Sâm, Phường Nại Hiên Đông, Quận Sơn Trà, Đà NẵngXem bản đồ",180 m²,"36,67 triệu/m²",,Đất thổ cư,,
"1,65 tỷ - 172 m2","32, DH2 cũ, Thôn Thái Lai, xã Hòa Nhơn, Huyện Hòa Vang, TP Đà Nẵng, Xã Hòa Nhơn, Huyện Hòa Vang, Đà NẵngXem bản đồ",172 m²,"9,59 triệu/m²",Đông Bắc,Đất thổ cư,6.36 m,
27 tỷ - 420 m2,"Đường Song Hào, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",420 m²,"64,29 triệu/m²",,Đất thổ cư,,
"1,45 tỷ - 100 m2","KĐT Thái Dương, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",100 m²,"14,5 triệu/m²",Tây Bắc,Đất thổ cư,4.5 m,
,,,,,,,
"6,2 tỷ - 92 m2","68, Đường Hòa Minh 8, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",92 m²,"67,39 triệu/m²",Tây Nam,Đất thổ cư,4 m,21 m
"1,37 tỷ - 100 m2","cầu vượt hoag cầm, Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà NẵngXem bản đồ",100 m²,"13,7 triệu/m²",Bắc,Đất thổ cư,4 m,25 m
14 tỷ - 150 m2,"Đường Doãn Khuê, Phường Hòa Cường Bắc, Quận Hải Châu, Đà NẵngXem bản đồ",150 m²,"93,33 triệu/m²",Bắc,Đất nền dự án,6 m,24 m
,,,,,,,
"4,4 tỷ - 112.5 m2","Đường Nguyễn Mỹ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",112.5 m²,"39,11 triệu/m²",Đông Bắc,Đất thổ cư,,
"3,6 tỷ - 100 m2","B2.140 lô 40, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",100 m²,36 triệu/m²,Tây Bắc,Đất nền dự án,,
"11,5 tỷ - 97 m2","Đường Nguyễn Phước Lan, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",97 m²,"118,56 triệu/m²",Tây Nam,Đất nền dự án,5 m,20 m
15 tỷ - 267 m2,"Đường Trần Sâm, Phường Nại Hiên Đông, Quận Sơn Trà, Đà NẵngXem bản đồ",267 m²,"56,18 triệu/m²",Đông Bắc,Đất nền dự án,16 m,16 m
"1,149 tỷ - 150 m2","Đường Nguyễn Tất Thành, Xã Hòa Liên, Huyện Hòa Vang, Đà NẵngXem bản đồ",150 m²,"7,66 triệu/m²",Bắc,Đất thổ cư,5.1999 m,28 m
"7,75 tỷ - 260 m2","Đường Xuân Thiều 21, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",260 m²,"29,81 triệu/m²",Đông Bắc,Đất thổ cư,15 m,17.6 m
830 triệu - 150 m2,"Đường Nhựa 5m, Xã Hòa Tiến, Huyện Hòa Vang, Đà NẵngXem bản đồ",150 m²,"5,53 triệu/m²",Bắc,Đất thổ cư,4.5 m,33 m
"3,35 tỷ - 245 m2","Đường Trần Đại Nghĩa, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",245 m²,"13,67 triệu/m²",Đông,Đất nền dự án,10 m,24.5 m
"3,2 tỷ - 5.200 m2","Thông Đông lâm, Xã Hòa Phú, Huyện Hòa Vang, Đà NẵngXem bản đồ",5200 m²,615.385 đ/m²,,Đất thổ cư,,
"7,9 tỷ - 124 m2","Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, Đà NẵngXem bản đồ",124 m²,"63,71 triệu/m²",Đông Nam,Đất thổ cư,5 m,24.7999 m
"1,85 tỷ - 153 m2","Cầu Đỏ - Túy Loan, Xã Hòa Nhơn, Huyện Hòa Vang, Đà NẵngXem bản đồ",153 m²,"12,09 triệu/m²",Nam,Đất thổ cư,5 m,30 m
"2,55 tỷ - 100 m2","Nhơn Hòa 10, Phường Hòa An, Quận Cẩm Lệ, Đà NẵngXem bản đồ",100 m²,"25,5 triệu/m²",Tây Bắc,Đất thổ cư,5 m,20 m
"2,35 tỷ - 100 m2","Đà Sơn 5, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",100 m²,"23,5 triệu/m²",Đông Nam,Đất nền dự án,5 m,20 m
290 triệu - 290 m2,"Bê Tông 7m Oto, Xã Hòa Phú, Huyện Hòa Vang, Đà NẵngXem bản đồ",290 m²,1 triệu/m²,Tây Bắc,Đất nông nghiệp,24 m,
,,,,,,,
"4,5 tỷ - 138 m2","Đường Nam Kỳ Khởi Nghĩa, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",138 m²,"32,61 triệu/m²",Nam,Đất thổ cư,7.5 m,
20 tỷ - 125 m2,"Đường Hồ Nghinh, Phường Phước Mỹ, Quận Sơn Trà, Đà NẵngXem bản đồ",125 m²,160 triệu/m²,Đông,Đất thổ cư,5 m,25 m
"4,3 tỷ - 114 m2","Đường Phước Trường 12, Phường Phước Mỹ, Quận Sơn Trà, Đà NẵngXem bản đồ",114 m²,"37,72 triệu/m²",Nam,Đất thổ cư,4.5 m,26 m
"5,8 tỷ - 122 m2","LH-0901-151-246, LH-0901-151-246 , Ninh Tốn , Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà NẵngXem bản đồ",122 m²,"47,54 triệu/m²",,Đất thổ cư,5 m,
"1,77 tỷ - 62 m2","Đường Nguyễn Chánh, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",62 m²,"28,55 triệu/m²",Tây Bắc,Đất thổ cư,,
"1,77 tỷ - 61 m2","Đường Nguyễn Chánh, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",61 m²,"29,02 triệu/m²",Tây Bắc,Đất thổ cư,5 m,15 m
"7,4 tỷ - 146.5 m2","Nguyễn Sinh Sắc, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",146.5 m²,"50,51 triệu/m²",Đông Nam,Đất thổ cư,7.5 m,20 m
"2,8 tỷ - 110 m2","Đường Võ Chí Công, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",110 m²,"25,45 triệu/m²",,Đất thổ cư,5 m,22 m
"6,5 tỷ - 160 m2","Chu Huy Mân, Phường Nại Hiên Đông, Quận Sơn Trà, Đà NẵngXem bản đồ",160 m²,"40,63 triệu/m²",,Đất thổ cư,8 m,20 m
"4,08 tỷ - 139 m2","Đường Nam Kỳ Khởi Nghĩa, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",139 m²,"29,35 triệu/m²",Nam,Đất thổ cư,8 m,17 m
4 tỷ - 108 m2,"Đường Nam Kỳ Khởi Nghĩa, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",108 m²,"37,04 triệu/m²",Đông,Đất thổ cư,,
"2,25 tỷ - 77 m2","Đường 5m5 Đối Lưng Đường Phan Văn Định, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",77 m²,"29,22 triệu/m²",,Đất nền dự án,5 m,
"1,77 tỷ - 61 m2","Đường Nguyễn Chánh, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",61 m²,"29,02 triệu/m²",Tây Bắc,Đất thổ cư,4 m,15 m
"2,15 tỷ - 100 m2","Mê Linh, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",100 m²,"21,5 triệu/m²",,Đất nền dự án,,
"1,59 tỷ - 325 m2","Liên Thôn, Xã Hòa Ninh, Huyện Hòa Vang, Đà NẵngXem bản đồ",325 m²,"4,89 triệu/m²",Tây Nam,Đất thổ cư,17 m,19 m
"8,2 tỷ - 200 m2","Lô kẹp 39-40, Đường Võ Văn Đồng, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",200 m²,41 triệu/m²,Nam,Đất thổ cư,,
"2,8 tỷ - 104.3 m2","Hòa Hải, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",104.3 m²,"26,85 triệu/m²",,Đất nền dự án,6 m,17.3999 m
"7,9 tỷ - 132 m2","Đường Đoàn Khuê, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",132 m²,"59,85 triệu/m²",,Đất nền dự án,7 m,20 m
"2,8 tỷ - 71 m2","Đường Võ Duy Ninh, Phường Thọ Quang, Quận Sơn Trà, Đà NẵngXem bản đồ",71 m²,"39,44 triệu/m²",Đông Nam,Đất thổ cư,,
"5,5 tỷ - 100 m2","Đường Trần Nam Trung, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",100 m²,55 triệu/m²,Tây Bắc,Đất thổ cư,5 m,20 m
"4,35 tỷ - 100 m2","Đường Bùi Trang Chước, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",100 m²,"43,5 triệu/m²",Đông Bắc,Đất thổ cư,5 m,20 m
"12,8 tỷ - 250 m2","Chế Viết Tấn, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",250 m²,"51,2 triệu/m²",Tây Bắc,Đất thổ cư,10 m,25 m
"3,69 tỷ - 100 m2","Đường Đậu Quang Lĩnh, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",100 m²,"36,9 triệu/m²",Tây Bắc,Đất thổ cư,5 m,20 m
"3,4 tỷ - 112 m2","Hòa Hải, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",112 m²,"30,36 triệu/m²",Bắc,Đất nền dự án,7.5 m,15 m
"2,3 tỷ - 99 m2","Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",99 m²,"23,23 triệu/m²",Đông Bắc,Đất thổ cư,5 m,20 m
"4,4 tỷ - 112 m2","Đường Nguyễn Mỹ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",112 m²,"39,29 triệu/m²",,Đất thổ cư,,
"3,9 tỷ - 180 m2","CẨM LỆ, Phường Thạch Thang, Quận Hải Châu, Đà NẵngXem bản đồ",180 m²,"21,67 triệu/m²",Đông Bắc,Đất thổ cư,,
"3,9 tỷ - 180 m2","CẨM LỆ, Phường Hòa An, Quận Cẩm Lệ, Đà NẵngXem bản đồ",180 m²,"21,67 triệu/m²",Đông Bắc,Đất thổ cư,,
990 triệu - 92 m2,"Đường Mai Đăng Chơn, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",92 m²,"10,76 triệu/m²",Bắc,Đất thổ cư,5 m,19 m
"6,2 tỷ - 100 m2","Đường Mai Chí Thọ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",100 m²,62 triệu/m²,Tây Bắc,Đất thổ cư,5 m,20 m
"3,65 tỷ - 96 m2","Đường Trần Thúc Nhẫn, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",96 m²,"38,02 triệu/m²",Tây Nam,Đất thổ cư,5 m,
"3,4 tỷ - 102 m2","Hòa Hải, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",102 m²,"33,33 triệu/m²",Bắc,Đất nền dự án,6 m,17 m
"3,5 tỷ - 96 m2","Đường Hoà Minh 27, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",96 m²,"36,46 triệu/m²",Tây Bắc,Đất thổ cư,5 m,19 m
"15,3 tỷ - 267 m2","Trần Sâm, Phường Nại Hiên Đông, Quận Sơn Trà, Đà NẵngXem bản đồ",267 m²,"57,3 triệu/m²",Đông Nam,Đất nền dự án,14 m,19 m
