Gia,Dia chi,Dien tich,Gia/m²,Huong dat,Loai hinh dat,Chieu ngang,Chieu dai,Quan
1.75,"Đại Học Sư Phạm, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",77.0,22.73,Tây Nam,Đất thổ cư,4.9,16.0,Liên Chiểu
2.9,"Đường Hòa Phú 3, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",80.0,36.25,Tây Bắc,Đất thổ cư,5.0,16.0,Liên Chiểu
8.6,"Đường Lê Văn Thứ, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",196.0,43.88,Bắc,Đất thổ cư,7.7,25.45,Sơn Trà
4.7,"Đường Đoàn Khuê, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,47.0,Tây Nam,Đất thổ cư,5.0,20.0,Ngũ Hành Sơn
3.99,"Nguyễn Đình Trân, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",90.0,44.33,Bắc,Đất thổ cư,5.0,18.0,Ngũ Hành Sơn
22.5,"Dương Tự Minh, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",180.0,125.0,,Đất thổ cư,9.0,20.0,Sơn Trà
16.5,"Hà Chương, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",95.0,173.68,,Đất thổ cư,5.0,19.0,Sơn Trà
9.8,"Đường Dương Vân Nga, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",200.0,49.0,Tây Bắc,Đất thổ cư,10.0,20.0,Sơn Trà
4.5,"Nam Kỳ Khởi Nghĩa, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",138.0,32.61,Nam,Đất thổ cư,7.5,18.4,Ngũ Hành Sơn
4.5,"Đường Nam Kỳ Khởi Nghĩa, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",138.0,32.61,Nam,Đất thổ cư,7.5,18.2,Ngũ Hành Sơn
3.0,"Trung Lương 10, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",110.0,27.27,Tây,Đất thổ cư,5.0,22.0,Cẩm Lệ
2.55,"Đường Sơn Đen, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,25.5,Bắc,Đất thổ cư,5.0,20.0,Cẩm Lệ
2.36,"Đường Nguyễn Văn Tỵ, Xã Hòa Châu, Huyện Hòa Vang, Đà Nẵng",100.0,23.6,Bắc,Đất thổ cư,5.0,20.0,Hòa Vang
3.65,"Đường Trần Thúc Nhẫn, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",96.0,38.02,Tây Nam,Đất thổ cư,5.0,19.2,Cẩm Lệ
3.19,"Hói Kiểng 26, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",110.0,29.0,Đông Nam,Đất thổ cư,5.0,22.0,Ngũ Hành Sơn
3.19,"Phạm Hữu Nghị, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",125.0,25.52,Nam,Đất thổ cư,5.0,25.0,Cẩm Lệ
3.19,"Phạm Hữu Nghị, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",125.0,25.52,Nam,Đất thổ cư,5.0,25.0,Cẩm Lệ
3.35,"Đường Trần Quý Khoách, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",92.5,36.22,Tây Nam,Đất nền dự án,5.0,18.5,Liên Chiểu
2.59,"Nguyễn Lương Bằng, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",115.0,22.52,Đông Nam,Đất thổ cư,9.0,13.0,Liên Chiểu
10.4,"Đường Ngô Huy Diễn, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",225.0,46.22,Tây Nam,Đất thổ cư,10.0,22.5,Cẩm Lệ
8.05,"Đường Cồn Dầu 24, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",200.0,40.25,Đông Nam,Đất thổ cư,10.0,20.0,Cẩm Lệ
29.5,"Đường Võ Nguyên Giáp, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",306.0,96.41,,Đất thổ cư,12.0,25.5,Ngũ Hành Sơn
3.61,"Đường Đinh Đức Thiện, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",95.0,38.0,Tây Nam,Đất nền dự án,5.0,19.0,Liên Chiểu
1.2,"Đường Trần Đình Tri, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",65.0,18.46,Tây Nam,Đất thổ cư,5.0,13.0,Liên Chiểu
2.65,"Văn Tân, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",90.0,29.44,Đông Nam,Đất nền dự án,4.5,20.0,Ngũ Hành Sơn
2.25,"Hòa Hải, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",165.0,13.64,,Đất thổ cư,5.0,27.0,Ngũ Hành Sơn
3.39,"Hòa Hải, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",102.0,33.24,Bắc,Đất nền dự án,6.0,17.0,Ngũ Hành Sơn
3.39,"Hòa Hải, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",102.0,33.24,Bắc,Đất nền dự án,6.0,17.0,Ngũ Hành Sơn
6.6,"Đường Phạm Văn Xảo, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",129.0,51.16,,Đất thổ cư,6.5,11.0,Sơn Trà
1.15,"Đường Dh5, Xã Hòa Phú, Huyện Hòa Vang, Đà Nẵng",175.0,6.57,Đông Bắc,Đất thổ cư,5.0,35.0,Hòa Vang
4.6,"Đường Đoàn Khuê, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",95.0,48.42,,Đất nền dự án,5.0,19.0,Ngũ Hành Sơn
8.1,"Đường Đa Phước 8, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",182.0,44.51,,Đất nền dự án,10.0,18.0,Ngũ Hành Sơn
2.3,"Cao Bá Đạt, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,23.0,Bắc,Đất thổ cư,5.0,20.0,Cẩm Lệ
2.6,"Đường Thổ Sơn 2, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,26.0,,Đất thổ cư,5.0,20.0,Ngũ Hành Sơn
7.7,"Phan Thao, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",250.0,30.8,Nam,Đất thổ cư,10.0,25.0,Cẩm Lệ
2.1,"Đàm Thanh 3, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",90.0,23.33,,Đất thổ cư,5.0,18.0,Liên Chiểu
2.53,"Đường Mê Linh, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",100.0,25.3,Đông Nam,Đất nền dự án,5.0,20.0,Liên Chiểu
2.7,"Đường Đồng Trí 6, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",135.0,20.0,Đông Bắc,Đất thổ cư,5.0,27.0,Liên Chiểu
3.5,"Đường Thanh Lương 10, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,35.0,,Đất nền dự án,5.0,20.0,Cẩm Lệ
1.6,"Hoà Nhơn, Xã Hòa Phước, Huyện Hòa Vang, Đà Nẵng",135.0,11.85,Đông,Đất thổ cư,5.0,27.0,Hòa Vang
6.0,"Đường Trần Tấn Mới, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",99.3,60.42,Tây Nam,Đất thổ cư,4.8,20.7,Hải Châu
2.7,"Lỗ Giáng 18, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",115.5,23.38,Tây,Đất thổ cư,5.0,23.1,Cẩm Lệ
7.3,"Hòa Xuân, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",200.0,36.5,Bắc,Đất thổ cư,10.0,20.0,Cẩm Lệ
2.79,"Đường Số 3, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,27.9,,Đất thổ cư,5.0,20.0,Ngũ Hành Sơn
2.6,"Kiều Sơn Đen, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",90.0,28.89,Bắc,Đất thổ cư,5.0,18.0,Cẩm Lệ
6.8,"Đường Nguyễn Sắc Kim, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",190.0,35.79,Đông,Đất thổ cư,5.0,19.25,Cẩm Lệ
2.85,"Đường Ngô Quyền, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng",63.0,45.24,Tây Nam,Đất thổ cư,4.2,15.0,Sơn Trà
3.55,"Đường Trần Thúc Nhẫn, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",87.1,40.76,Đông Bắc,Đất nền dự án,5.0,17.42,Cẩm Lệ
6.3,"E Kim Long, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",151.0,41.72,Tây Nam,Đất nền dự án,8.0,19.0,Liên Chiểu
3.2,"Đường Hoàng Thị Loan, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",70.0,45.71,Tây Bắc,Đất thổ cư,4.5,15.5,Liên Chiểu
2.7,"Gò Nảy, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",85.0,31.76,Đông Nam,Đất nền dự án,5.0,17.0,Liên Chiểu
27.9,"Lô 7, Phước Trường 1, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",240.0,116.25,Đông,Đất thổ cư,12.0,20.0,Sơn Trà
2.45,"Lê Đức Thọ, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",55.0,44.55,,Đất thổ cư,5.0,11.0,Sơn Trà
13.0,"Tôn Thất Dương Kỳ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",260.0,50.0,Tây Bắc,Đất nền dự án,12.0,21.67,Cẩm Lệ
10.0,"Đổ Đăng Đệ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",240.0,41.67,Tây Nam,Đất nền dự án,10.0,24.0,Cẩm Lệ
5.3,"Đường Hoàng Thị Loan, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",97.0,54.64,Đông Bắc,Đất nền dự án,5.0,19.4,Liên Chiểu
10.5,"Minh Mạng, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",300.0,35.0,Đông Nam,Đất nền dự án,15.0,20.0,Ngũ Hành Sơn
6.8,"Lý Nhân Tông, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",93.0,73.12,Đông,Đất nền dự án,5.0,18.6,Cẩm Lệ
5.2,"Minh Mạng, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",150.0,34.67,Đông Nam,Đất nền dự án,7.5,20.0,Ngũ Hành Sơn
7.5,"Trương Quang Được, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",205.0,36.59,Tây Bắc,Đất nền dự án,10.0,20.5,Ngũ Hành Sơn
4.85,"Bùi Tráng Chước, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,48.5,Tây Nam,Đất nền dự án,5.0,20.0,Cẩm Lệ
1.63,"Mai Đăng Chơn , Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,16.3,Đông Nam,Đất thổ cư,5.0,20.0,Ngũ Hành Sơn
9.5,"Hoàng Xuân Hãn, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",100.0,95.0,Đông Nam,Đất nền dự án,5.0,20.0,Cẩm Lệ
6.1,"Cách Mạng Tháng 8, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",107.0,57.01,Tây Bắc,Đất nền dự án,5.0,21.4,Cẩm Lệ
5.6,"Đường Trường Chinh, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng",170.0,32.94,Đông,Đất thổ cư,9.3,18.28,Cẩm Lệ
4.25,"Đường Bùi Trang Chước, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,42.5,Đông Bắc,Đất nền dự án,5.0,20.0,Cẩm Lệ
2.85,"Minh Mạng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",105.0,27.14,Đông Bắc,Đất nền dự án,5.0,21.0,Cẩm Lệ
2.45,"Đường Trần Đại Nghĩa, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",153.0,16.01,,Đất nền dự án,6.0,25.5,Ngũ Hành Sơn
2.39,"Phước Lý 7 , Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",100.0,23.9,Đông Bắc,Đất thổ cư,5.0,20.0,Cẩm Lệ
7.5,"Đường Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",217.0,34.56,Đông Nam,Đất thổ cư,7.0,31.0,Ngũ Hành Sơn
5.4,"Đường Dương Vân Nga, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",100.0,54.0,Tây Nam,Đất thổ cư,5.0,20.0,Sơn Trà
9.0,"Hoà Phú 30, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",200.0,45.0,Đông Nam,Đất thổ cư,10.0,20.0,Liên Chiểu
1.6,"Hoà Liên, Xã Hòa Liên, Huyện Hòa Vang, Đà Nẵng",100.0,16.0,Đông Nam,Đất nền dự án,5.0,20.0,Hòa Vang
2.8,"Đường Minh Mạng, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",105.0,26.67,Tây Bắc,Đất nền dự án,5.0,21.0,Ngũ Hành Sơn
3.55,"Đường Trần Thúc Nhẫn, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",97.0,36.6,,Đất thổ cư,5.0,19.4,Cẩm Lệ
6.3,"Đường Lê Văn Hiến, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",111.0,56.76,Đông Bắc,Đất thổ cư,5.0,22.2,Ngũ Hành Sơn
4.79,"Đường Trần Thánh Tông, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",90.0,53.22,Đông Nam,Đất thổ cư,4.5,20.0,Sơn Trà
3.6,"Mẹ Thứ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,36.0,Nam,Đất thổ cư,5.0,20.0,Cẩm Lệ
4.9,"Đường Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",100.0,49.0,Tây Nam,Đất thổ cư,5.0,20.0,Sơn Trà
3.65,"Đường Văn Tiến Dũng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,36.5,Tây,Đất thổ cư,5.0,20.0,Cẩm Lệ
2.45,"Phước Tường 2, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",84.0,29.17,Đông Bắc,Đất nền dự án,6.0,14.0,Cẩm Lệ
15.0,"Đường Trần Hưng Đạo, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng",100.0,150.0,Đông Bắc,Đất thổ cư,5.0,21.0,Sơn Trà
3.85,"Đường Minh Mạng, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",115.0,33.48,,Đất thổ cư,6.0,20.0,Ngũ Hành Sơn
7.8,"Đường Trần Đình Đàn, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",87.0,89.66,,Đất thổ cư,5.0,17.0,Sơn Trà
4.25,"Đô Thị Fpt, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",111.0,38.29,,Đất thổ cư,6.0,18.0,Ngũ Hành Sơn
4.1,"Hòa Hải, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",108.0,37.96,Đông,Đất nền dự án,6.0,18.0,Ngũ Hành Sơn
4.2,"Đường Lý Từ Tấn, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",100.0,42.0,Tây Bắc,Đất thổ cư,5.0,20.0,Sơn Trà
3.3,"Đường Huỳnh Xuân Nhị, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",129.6,25.46,Tây,Đất thổ cư,6.0,21.6,Cẩm Lệ
6.7,"Đường Phan Hoan, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",175.0,38.29,Đông Nam,Đất thổ cư,8.2,21.34,Ngũ Hành Sơn
25.5,"Đường Hà Chương, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",243.0,104.94,,Đất thổ cư,14.0,19.0,Sơn Trà
7.3,"Đường Đinh Đạt, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",91.0,80.22,,Đất thổ cư,5.0,18.0,Sơn Trà
4.89,"Đường Hồ Nghinh, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",95.0,51.47,Tây Nam,Đất thổ cư,5.0,18.5,Sơn Trà
13.5,"Đường Lương Hữu Khánh, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",300.0,45.0,Tây,Đất thổ cư,12.0,25.0,Sơn Trà
3.5,"Đường Sơn Thủy Đông 1, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",90.0,38.89,Đông Nam,Đất thổ cư,4.5,20.0,Ngũ Hành Sơn
2.25,"Đường Phước Lý 17, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",90.0,25.0,,Đất nền dự án,5.0,18.0,Liên Chiểu
1.05,"Bê Tông 4m Oto, Xã Hòa Phú, Huyện Hòa Vang, Đà Nẵng",300.0,3.5,Tây,Đất thổ cư,10.0,30.0,Hòa Vang
3.0,"Đường Nguyễn Xuân Hữu, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",100.0,30.0,Tây Nam,Đất thổ cư,5.0,20.0,Cẩm Lệ
2.5,"Khánh An 1, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",100.0,25.0,Tây Nam,Đất thổ cư,5.0,20.0,Liên Chiểu
2.7,"Phước Lý 15, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",100.0,27.0,Đông Nam,Đất thổ cư,5.0,20.0,Liên Chiểu
2.25,"Đường Phước Lý 17, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",90.0,25.0,Đông Nam,Đất thổ cư,5.0,18.0,Liên Chiểu
4.9,"Đường Nguyễn Như Hạnh, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",150.0,32.67,Đông Nam,Đất thổ cư,5.35,27.8,Liên Chiểu
2.25,"15, Đường Phước Lý 17, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",90.0,25.0,Đông Nam,Đất thổ cư,5.0,18.0,Liên Chiểu
5.2,"Đường Trần Triệu Luật, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",90.0,57.78,Bắc,Đất thổ cư,4.5,20.0,Liên Chiểu
14.0,"Đường Doãn Khuê, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",150.0,93.33,Bắc,Đất nền dự án,6.0,25.0,Hải Châu
4.0,"Đường Nước Mặn 5, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",125.0,32.0,Tây Nam,Đất thổ cư,5.0,25.0,Ngũ Hành Sơn
3.2,"Đường Lê Trọng Tấn, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",115.0,27.83,Tây Nam,Đất thổ cư,5.0,24.0,Liên Chiểu
2.25,"Đường Nguyễn Chu Sĩ, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",100.0,22.5,Đông Nam,Đất thổ cư,5.0,20.0,Liên Chiểu
13.5,"Đường Lương Hữu Khánh, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",300.0,45.0,Nam,Đất nền dự án,15.0,20.0,Sơn Trà
1.45,"Đường Quốc Lộ 1, Xã Hòa Phước, Huyện Hòa Vang, Đà Nẵng",120.0,12.08,,Đất thổ cư,6.0,20.0,Hòa Vang
3.27,"Đường 7,5m, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",105.0,31.14,Đông Bắc,Đất nền dự án,5.0,21.0,Ngũ Hành Sơn
2.29,"Đường Nguyễn Tất Thành, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",90.0,25.44,Đông Nam,Đất thổ cư,5.0,18.0,Liên Chiểu
2.17,"Bình An 7 , Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",52.0,41.73,Đông Nam,Đất thổ cư,4.2,12.38,Hải Châu
1.69,"Đường Đỗ Ngọc Du, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng",100.0,16.9,Tây Bắc,Đất thổ cư,5.0,20.0,Thanh Khê
2.85,"Trường Chinh, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng",87.0,32.76,Đông Bắc,Đất thổ cư,6.0,14.5,Thanh Khê
7.6,"Quảng Ngãi , Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",177.0,42.94,Tây Bắc,Đất nền dự án,8.5,20.0,Ngũ Hành Sơn
2.1,"Đường Văn Thánh 1, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",90.0,23.33,Nam,Đất thổ cư,5.0,18.0,Liên Chiểu
2.1,"Đàm Thanh 1, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",90.0,23.33,Tây Bắc,Đất thổ cư,5.0,18.0,Liên Chiểu
2.75,"Võ Quảng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,27.5,Tây,Đất nền dự án,5.0,20.0,Cẩm Lệ
3.0,"Đường 7,5m, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",105.0,28.57,,Đất nền dự án,5.0,21.0,Ngũ Hành Sơn
8.5,"Đường Mỹ An 19, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",186.0,45.7,Đông,Đất thổ cư,11.0,20.0,Ngũ Hành Sơn
3.0,"Đường 7,5m, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",105.0,28.57,Tây Nam,Đất nền dự án,5.0,21.0,Ngũ Hành Sơn
2.75,"Nguyễn Minh Không, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",115.0,23.91,Đông Nam,Đất thổ cư,5.0,23.0,Liên Chiểu
3.68,"Thanh Lương 14, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,36.8,Đông Nam,Đất nền dự án,5.0,20.0,Cẩm Lệ
1.4,"Quốc Lộ 1a, Xã Hòa Phước, Huyện Hòa Vang, Đà Nẵng",132.0,10.61,Nam,Đất thổ cư,5.0,27.0,Hòa Vang
9.0,"Đường Hoàng Văn Thái, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",400.0,22.5,,Đất thổ cư,13.5,30.0,Liên Chiểu
1.9,"Quốc Lộ 1a, Xã Hòa Phước, Huyện Hòa Vang, Đà Nẵng",160.0,11.88,Nam,Đất thổ cư,7.0,24.0,Hòa Vang
8.2,"Đường Tôn Đức Thắng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",112.0,73.21,Đông Bắc,Đất thổ cư,4.5,24.88,Liên Chiểu
2.1,"Ban Ban, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,21.0,Bắc,Đất thổ cư,5.0,20.0,Ngũ Hành Sơn
4.25,"Lê Hữu Trác , Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng",86.0,49.42,Đông Nam,Đất thổ cư,4.01,22.0,Sơn Trà
1.65,"Đường Bình Kỳ, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",85.0,19.41,Tây Bắc,Đất thổ cư,5.5,16.0,Ngũ Hành Sơn
2.65,"Lỗ Giáng 21, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",123.0,21.54,Đông,Đất thổ cư,5.0,25.0,Cẩm Lệ
3.0,"Văn Tiến Dũng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,30.0,Tây,Đất thổ cư,5.0,20.0,Cẩm Lệ
2.45,"Nguyễn Quang Lâm, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,24.5,Tây,Đất thổ cư,5.0,20.0,Cẩm Lệ
4.35,"Văn Tiến Dũng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",120.0,36.25,Tây,Đất thổ cư,5.0,24.0,Cẩm Lệ
1.2,"Trường Tiểu Học Hòa Khương 2, Xã Hòa Khương, Huyện Hòa Vang, Đà Nẵng",150.0,8.0,Tây Bắc,Đất thổ cư,6.0,25.0,Hòa Vang
2.55,"Nguyễn Đoá, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",90.0,28.33,Tây,Đất thổ cư,5.0,18.0,Cẩm Lệ
3.7,"Vũ Trọng Hoàng, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",90.0,41.11,Nam,Đất thổ cư,4.5,20.0,Cẩm Lệ
3.25,"Đường Đặng Hồi Xuân, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",110.0,29.55,Đông Nam,Đất nền dự án,5.0,22.0,Ngũ Hành Sơn
2.62,"Kiều Sơn Đen, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,26.2,Nam,Đất thổ cư,5.0,20.0,Cẩm Lệ
3.47,"Đường Trương Xuân Nam, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",110.0,31.55,Đông Nam,Đất nền dự án,5.0,22.0,Ngũ Hành Sơn
2.1,"Nguyễn Duy Trinh, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",104.0,20.19,,Đất thổ cư,5.0,23.0,Ngũ Hành Sơn
5.8,"Thế Lữ, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",110.0,52.73,Tây,Đất thổ cư,5.0,22.0,Sơn Trà
2.35,"Số 5, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",100.0,23.5,,Đất nền dự án,5.0,20.0,Liên Chiểu
18.9,"Hồ Nghinh, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",120.0,157.5,Tây,Đất thổ cư,5.5,21.82,Sơn Trà
3.75,"10.5m, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",102.5,36.59,Tây Nam,Đất nền dự án,5.0,20.25,Cẩm Lệ
20.5,"Đường Lý Thánh Tông, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",212.0,96.7,Nam,Đất thổ cư,10.0,20.0,Sơn Trà
8.3,"Mai Đăng Chơn, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",280.0,29.64,,Đất thổ cư,10.0,28.0,Ngũ Hành Sơn
3.1,"Đường Nguyễn Kim, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,31.0,Bắc,Đất thổ cư,5.0,20.0,Cẩm Lệ
5.5,"Đường Phan Anh, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",81.0,67.9,Tây,Đất thổ cư,4.5,18.0,Cẩm Lệ
19.9,"Hồ Hán Thương, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",272.0,73.16,Tây Bắc,Đất thổ cư,13.6,20.0,Sơn Trà
2.17,"Bình An 7, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",51.0,42.55,Đông Nam,Đất thổ cư,4.5,11.33,Hải Châu
5.7,"Đường Khúc Hạo, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",100.0,57.0,Đông Bắc,Đất thổ cư,5.0,20.0,Sơn Trà
